City,Avg_Maximum_Temperature,Avg_Minimum_Temperature,Monthly
Bhopal,294.8663635,294.2698059,02-2020
Bhubaneswar,293.0465393,293.0465393,02-2020
Chennai,298.8844604,298.8844604,02-2020
Delhi,292.860321,292.860321,02-2020
Hyderabad,297.9327393,296.5137939,02-2020
Jaipur,293.0758667,293.0758667,02-2020
Kolkata,296.4956665,295.7370605,02-2020
Mumbai,299.1370544,299.1370544,02-2020
Pune,299.1370544,299.1370544,02-2020
Ahmedabad,299.7935486,299.0596619,03-2020
Bangalore,301.6217651,301.5129089,03-2020
Bhopal,298.2185364,297.9024048,03-2020
Bhubaneswar,297.9733887,297.9733887,03-2020
Chennai,300.8604736,300.8604736,03-2020
Delhi,294.4499817,294.4499817,03-2020
Hyderabad,301.6338501,299.9959717,03-2020
Jaipur,295.7919312,295.7919312,03-2020
Kolkata,301.0056458,300.0709534,03-2020
Mumbai,299.7169189,299.7169189,03-2020
Pune,299.7169189,299.7169189,03-2020
Ahmedabad,306.2433167,306.0416565,04-2020
Bangalore,304.5899963,303.8616638,04-2020
Bhopal,304.4266663,303.7558289,04-2020
Bhubaneswar,301.4691467,301.4691467,04-2020
Chennai,303.4533081,303.4533081,04-2020
Delhi,300.1466675,300.1466675,04-2020
Hyderabad,305.8150024,305.5808105,04-2020
Jaipur,302.6300049,302.6300049,04-2020
Kolkata,302.8716431,302.1358337,04-2020
Mumbai,303.6833191,303.6833191,04-2020
Pune,303.6833191,303.6833191,04-2020
Ahmedabad,308.9628906,308.6943359,05-2020
Bangalore,306.034668,304.0725708,05-2020
Bhopal,307.6604614,307.5604858,05-2020
Bhubaneswar,303.3983765,303.3983765,05-2020
Chennai,305.8104858,305.8104858,05-2020
Delhi,306.3322449,306.3322449,05-2020
Hyderabad,307.9443359,307.8258057,05-2020
Jaipur,307.329834,307.329834,05-2020
Kolkata,303.0540161,301.7153015,05-2020
Mumbai,304.8201599,304.8201599,05-2020
Pune,304.8201599,304.8201599,05-2020
Ahmedabad,308.5025024,308.2258301,06-2020
Bangalore,299.9833374,297.7525024,06-2020
Bhopal,306.8533325,306.3933411,06-2020
Bhubaneswar,299.5958252,299.5958252,06-2020
Chennai,304.2491455,304.2491455,06-2020
Delhi,308.9924927,308.9924927,06-2020
Hyderabad,302.0558167,300.8824768,06-2020
Jaipur,308.9849854,308.9849854,06-2020
Kolkata,301.9666443,300.1608276,06-2020
Mumbai,301.293335,301.293335,06-2020
Pune,301.293335,301.293335,06-2020
Ahmedabad,307.1314392,304.6741943,07-2020
Bangalore,297.5862732,297.3040161,07-2020
Bhopal,301.7685547,301.3604736,07-2020
Bhubaneswar,297.9943542,297.9943542,07-2020
Chennai,301.0088501,301.0088501,07-2020
Delhi,306.8338623,306.8338623,07-2020
Hyderabad,299.1838684,298.2757874,07-2020
Jaipur,304.932251,304.932251,07-2020
Kolkata,301.8217773,300.1725769,07-2020
Mumbai,300.0540161,300.0540161,07-2020
Pune,300.0540161,300.0540161,07-2020
Ahmedabad,303.9854736,301.4927368,08-2020
Bangalore,297.0612793,296.3532104,08-2020
Bhopal,299.0758057,298.6120911,08-2020
Bhubaneswar,297.601593,297.601593,08-2020
Chennai,300.9870911,300.9870911,08-2020
Delhi,303.1782227,303.1782227,08-2020
Hyderabad,298.3056335,297.7798462,08-2020
Jaipur,300.6709595,300.6709595,08-2020
Kolkata,301.6830444,300.1725769,08-2020
Mumbai,299.2693481,299.2693481,08-2020
Pune,299.2693481,299.2693481,08-2020
Ahmedabad,306.0650024,304.6808167,09-2020
Bangalore,297.144989,297.0658264,09-2020
Bhopal,301.352478,299.5675049,09-2020
Bhubaneswar,297.7374878,297.7374878,09-2020
Chennai,300.6008301,300.6008301,09-2020
Delhi,300.9858398,300.9858398,09-2020
Hyderabad,298.5774841,297.7841492,09-2020
Jaipur,301.7774963,301.7774963,09-2020
Kolkata,301.3158264,300.168335,09-2020
Mumbai,299.9991455,299.9991455,09-2020
Pune,299.9991455,299.9991455,09-2020
Ahmedabad,305.2555542,305.0305481,10-2020
Bangalore,297.4444275,296.8027649,10-2020
Bhopal,302.6499939,300.4499817,10-2020
Bhubaneswar,296.8722229,296.8722229,10-2020
Chennai,301.1444397,301.1444397,10-2020
Delhi,299.3305359,299.3305359,10-2020
Hyderabad,298.6777649,297.7472229,10-2020
Jaipur,301.0971985,301.0971985,10-2020
Kolkata,300.5361023,299.8305359,10-2020
Mumbai,300.8444519,300.8444519,10-2020
Pune,300.8444519,300.8444519,10-2020
