DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,date,mean
Chittoor,23,28,Andhra Pradesh,2011-05-01,4.81E-05
Cuddapah,20,28,Andhra Pradesh,2011-05-01,2.73E-05
East Godavari,14,28,Andhra Pradesh,2011-05-01,1.19E-05
Karimnagar,3,28,Andhra Pradesh,2011-05-01,6.31E-06
Guntur,17,28,Andhra Pradesh,2011-05-01,1.84E-05
Hyderabad,5,28,Andhra Pradesh,2011-05-01,1.75E-05
Khammam,10,28,Andhra Pradesh,2011-05-01,2.01E-05
Medak,4,28,Andhra Pradesh,2011-05-01,1.01E-05
Krishna,16,28,Andhra Pradesh,2011-05-01,2.17E-05
Kurnool,21,28,Andhra Pradesh,2011-05-01,2.17E-05
Mahbubnagar,7,28,Andhra Pradesh,2011-05-01,1.22E-05
Nalgonda,8,28,Andhra Pradesh,2011-05-01,1.18E-05
Nellore,19,28,Andhra Pradesh,2011-05-01,1.93E-05
Nizamabad,2,28,Andhra Pradesh,2011-05-01,2.27E-06
Prakasam,18,28,Andhra Pradesh,2011-05-01,1.31E-05
Rangareddi,6,28,Andhra Pradesh,2011-05-01,1.45E-05
Srikakulam,11,28,Andhra Pradesh,2011-05-01,2.16E-05
West Godavari,15,28,Andhra Pradesh,2011-05-01,9.48E-06
Visakhapatnam,13,28,Andhra Pradesh,2011-05-01,1.61E-05
Vizianagaram,12,28,Andhra Pradesh,2011-05-01,2.47E-05
Warangal,9,28,Andhra Pradesh,2011-05-01,1.25E-05
Bagalkot,2,29,Karnataka,2011-05-01,9.06E-06
Bangalore,20,29,Karnataka,2011-05-01,2.83E-05
Bidar,5,29,Karnataka,2011-05-01,4.88E-06
Bijapur,3,29,Karnataka,2011-05-01,5.88E-06
Belgaum,1,29,Karnataka,2011-05-01,1.21E-05
Bellary,12,29,Karnataka,2011-05-01,2.63E-05
Bangalore Rural,21,29,Karnataka,2011-05-01,2.78E-05
Chamarajanagar,27,29,Karnataka,2011-05-01,3.10E-05
Chikmagalur,17,29,Karnataka,2011-05-01,2.05E-05
Chitradurga,13,29,Karnataka,2011-05-01,2.86E-05
Dakshina Kannada,24,29,Karnataka,2011-05-01,1.66E-05
Davanagere,14,29,Karnataka,2011-05-01,3.14E-05
Dharwad,9,29,Karnataka,2011-05-01,3.07E-05
Gulbarga,4,29,Karnataka,2011-05-01,8.65E-06
Gadag,8,29,Karnataka,2011-05-01,2.91E-05
Hassan,23,29,Karnataka,2011-05-01,2.79E-05
Haveri,11,29,Karnataka,2011-05-01,4.03E-05
Kodagu,25,29,Karnataka,2011-05-01,2.12E-05
Kolar,19,29,Karnataka,2011-05-01,3.39E-05
Mandya,22,29,Karnataka,2011-05-01,2.82E-05
Koppal,7,29,Karnataka,2011-05-01,2.52E-05
Mysore,26,29,Karnataka,2011-05-01,3.17E-05
Raichur,6,29,Karnataka,2011-05-01,1.34E-05
Shimoga,15,29,Karnataka,2011-05-01,2.78E-05
Tumkur,18,29,Karnataka,2011-05-01,2.82E-05
Udupi,16,29,Karnataka,2011-05-01,1.50E-05
Uttara Kannada,10,29,Karnataka,2011-05-01,1.52E-05
North Goa,1,30,Goa,2011-05-01,1.30E-05
South Goa,2,30,Goa,2011-05-01,1.15E-05
Alappuzha,11,32,Kerala,2011-05-01,8.76E-05
Kasaragod,1,32,Kerala,2011-05-01,1.61E-05
Kannur,2,32,Kerala,2011-05-01,2.79E-05
Ernakulam,8,32,Kerala,2011-05-01,5.58E-05
Idukki,9,32,Kerala,2011-05-01,7.56E-05
Kollam,13,32,Kerala,2011-05-01,9.24E-05
Kottayam,10,32,Kerala,2011-05-01,1.10E-04
Kozhikode,4,32,Kerala,2011-05-01,4.61E-05
Malappuram,5,32,Kerala,2011-05-01,3.67E-05
Palakkad,6,32,Kerala,2011-05-01,2.69E-05
Pathanamthitta,12,32,Kerala,2011-05-01,1.03E-04
Thrissur,7,32,Kerala,2011-05-01,3.24E-05
Thiruvananthapuram,14,32,Kerala,2011-05-01,7.28E-05
Wayanad,3,32,Kerala,2011-05-01,3.37E-05
Ariyalur,17,33,Tamil Nadu,2011-05-01,9.56E-06
Coimbatore,12,33,Tamil Nadu,2011-05-01,3.04E-05
Cuddalore,18,33,Tamil Nadu,2011-05-01,8.80E-06
Dharmapuri,5,33,Tamil Nadu,2011-05-01,3.24E-05
Dindigul,13,33,Tamil Nadu,2011-05-01,3.12E-05
Erode,10,33,Tamil Nadu,2011-05-01,2.79E-05
Kanniyakumari,30,33,Tamil Nadu,2011-05-01,5.18E-05
Karur,14,33,Tamil Nadu,2011-05-01,2.23E-05
Madurai,24,33,Tamil Nadu,2011-05-01,3.18E-05
Namakkal,9,33,Tamil Nadu,2011-05-01,1.63E-05
The Nilgiris,11,33,Tamil Nadu,2011-05-01,2.47E-05
Perambalur,16,33,Tamil Nadu,2011-05-01,8.30E-06
Pudukkottai,22,33,Tamil Nadu,2011-05-01,1.19E-05
Ramanathapuram,27,33,Tamil Nadu,2011-05-01,2.02E-05
Salem,8,33,Tamil Nadu,2011-05-01,1.86E-05
Sivaganga,23,33,Tamil Nadu,2011-05-01,1.87E-05
Tiruchirappalli,15,33,Tamil Nadu,2011-05-01,1.24E-05
Tirunelveli,29,33,Tamil Nadu,2011-05-01,4.56E-05
Tiruvannamalai,6,33,Tamil Nadu,2011-05-01,3.68E-05
Thoothukkudi,28,33,Tamil Nadu,2011-05-01,4.10E-05
Theni,25,33,Tamil Nadu,2011-05-01,5.64E-05
Vellore,4,33,Tamil Nadu,2011-05-01,3.36E-05
Viluppuram,7,33,Tamil Nadu,2011-05-01,2.58E-05
Virudhunagar,26,33,Tamil Nadu,2011-05-01,3.52E-05
Chennai,2,33,Tamil Nadu,2011-05-01,2.02E-05
Kancheepuram,3,33,Tamil Nadu,2011-05-01,2.24E-05
Thiruvallur,1,33,Tamil Nadu,2011-05-01,3.63E-05
Thanjavur,21,33,Tamil Nadu,2011-05-01,1.68E-05
Thiruvarur,20,33,Tamil Nadu,2011-05-01,1.99E-05
Nagapattinam,19,33,Tamil Nadu,2011-05-01,1.58E-05
Pondicherry,2,34,Puducherry,2011-05-01,1.11E-05
Yanam,1,34,Puducherry,2011-05-01,2.45E-05
Karaikal,4,34,Puducherry,2011-05-01,2.10E-05
Mahe,3,34,Puducherry,2011-05-01,4.16E-05
Nicobars,2,35,Andaman & Nicobar Island,2011-05-01,7.72E-05
Andamans,1,35,Andaman & Nicobar Island,2011-05-01,9.87E-05
Chandigarh,1,4,Chandigarh,2011-06-01,1.99E-06
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,2011-06-01,7.04E-05
Lakshadweep,1,31,Lakshadweep,2011-06-01,4.11E-05
Data Not Available,99,99,Jammu and Kashmir,2011-06-01,9.55E-06
Anantnag,6,1,Jammu and Kashmir,2011-06-01,7.61E-06
Badgam,4,1,Jammu and Kashmir,2011-06-01,6.55E-06
Baramula,2,1,Jammu and Kashmir,2011-06-01,7.83E-06
Doda,9,1,Jammu and Kashmir,2011-06-01,5.59E-06
Jammu,13,1,Jammu and Kashmir,2011-06-01,1.42E-05
Kargil,8,1,Jammu and Kashmir,2011-06-01,5.92E-06
Kathua,14,1,Jammu and Kashmir,2011-06-01,9.95E-06
Leh (Ladakh),7,1,Jammu and Kashmir,2011-06-01,1.14E-06
Kupwara,1,1,Jammu and Kashmir,2011-06-01,1.02E-05
Punch,11,1,Jammu and Kashmir,2011-06-01,1.17E-05
Pulwama,5,1,Jammu and Kashmir,2011-06-01,6.89E-06
Rajauri,12,1,Jammu and Kashmir,2011-06-01,7.36E-06
Srinagar,3,1,Jammu and Kashmir,2011-06-01,7.29E-06
Udhampur,10,1,Jammu and Kashmir,2011-06-01,8.31E-06
Bilaspur,8,2,Himachal Pradesh,2011-06-01,1.43E-05
Chamba,1,2,Himachal Pradesh,2011-06-01,6.59E-06
Hamirpur,6,2,Himachal Pradesh,2011-06-01,1.42E-05
Kangra,2,2,Himachal Pradesh,2011-06-01,8.26E-06
Kinnaur,12,2,Himachal Pradesh,2011-06-01,4.37E-06
Lahul & Spiti,3,2,Himachal Pradesh,2011-06-01,2.30E-06
Kullu,4,2,Himachal Pradesh,2011-06-01,5.13E-06
Mandi,5,2,Himachal Pradesh,2011-06-01,1.26E-05
Shimla,11,2,Himachal Pradesh,2011-06-01,7.78E-06
Sirmaur,10,2,Himachal Pradesh,2011-06-01,3.10E-06
Solan,9,2,Himachal Pradesh,2011-06-01,9.19E-06
Una,7,2,Himachal Pradesh,2011-06-01,1.15E-05
Amritsar,2,3,Punjab,2011-06-01,5.80E-06
Firozpur,11,3,Punjab,2011-06-01,1.51E-06
Bathinda,14,3,Punjab,2011-06-01,2.89E-06
Gurdaspur,1,3,Punjab,2011-06-01,7.67E-06
Faridkot,13,3,Punjab,2011-06-01,1.66E-06
Fatehgarh Sahib,8,3,Punjab,2011-06-01,1.53E-06
Hoshiarpur,5,3,Punjab,2011-06-01,8.34E-06
Jalandhar,4,3,Punjab,2011-06-01,5.15E-06
Kapurthala,3,3,Punjab,2011-06-01,5.19E-06
Ludhiana,9,3,Punjab,2011-06-01,3.50E-06
Mansa,15,3,Punjab,2011-06-01,3.97E-06
Moga,10,3,Punjab,2011-06-01,3.51E-06
Muktsar,12,3,Punjab,2011-06-01,1.08E-06
Nawanshahr,6,3,Punjab,2011-06-01,8.86E-06
Patiala,17,3,Punjab,2011-06-01,1.87E-06
Sangrur,16,3,Punjab,2011-06-01,4.02E-06
Rupnagar,7,3,Punjab,2011-06-01,5.58E-06
Bageshwar,8,5,Uttarakhand,2011-06-01,4.63E-06
Almora,9,5,Uttarakhand,2011-06-01,3.81E-06
Chamoli,2,5,Uttarakhand,2011-06-01,3.86E-06
Champawat,10,5,Uttarakhand,2011-06-01,2.40E-06
Dehradun,5,5,Uttarakhand,2011-06-01,4.44E-06
Garhwal,6,5,Uttarakhand,2011-06-01,1.11E-05
Hardwar,13,5,Uttarakhand,2011-06-01,1.06E-05
Nainital,11,5,Uttarakhand,2011-06-01,4.51E-06
Pithoragarh,7,5,Uttarakhand,2011-06-01,4.63E-06
Rudraprayag,3,5,Uttarakhand,2011-06-01,4.00E-06
Tehri Garhwal,4,5,Uttarakhand,2011-06-01,5.53E-06
Udham Singh Nagar,12,5,Uttarakhand,2011-06-01,6.73E-06
Uttarkashi,1,5,Uttarakhand,2011-06-01,5.30E-06
Ambala,2,6,Haryana,2011-06-01,2.48E-06
Gurgaon,18,6,Haryana,2011-06-01,5.03E-06
Faridabad,19,6,Haryana,2011-06-01,6.31E-06
Fatehabad,10,6,Haryana,2011-06-01,4.46E-06
Hisar,12,6,Haryana,2011-06-01,4.66E-06
Jind,9,6,Haryana,2011-06-01,3.98E-06
Kaithal,5,6,Haryana,2011-06-01,4.09E-06
Karnal,6,6,Haryana,2011-06-01,6.00E-06
Kurukshetra,4,6,Haryana,2011-06-01,3.32E-06
Panchkula,1,6,Haryana,2011-06-01,2.32E-06
Panipat,7,6,Haryana,2011-06-01,5.49E-06
Rohtak,14,6,Haryana,2011-06-01,3.85E-06
Sirsa,11,6,Haryana,2011-06-01,3.74E-06
Sonipat,8,6,Haryana,2011-06-01,5.25E-06
Yamunanagar,3,6,Haryana,2011-06-01,3.24E-06
Jhajjar,15,6,Haryana,2011-06-01,3.54E-06
Mahendragarh,16,6,Haryana,2011-06-01,4.31E-06
Rewari,17,6,Haryana,2011-06-01,3.10E-06
Bhiwani,13,6,Haryana,2011-06-01,6.26E-06
Central,6,7,Delhi  & NCR,2011-06-01,8.15E-06
East,4,7,Delhi  & NCR,2011-06-01,8.25E-06
New Delhi,5,7,Delhi  & NCR,2011-06-01,8.14E-06
North,2,7,Delhi  & NCR,2011-06-01,8.26E-06
North East,3,7,Delhi  & NCR,2011-06-01,8.31E-06
North West,1,7,Delhi  & NCR,2011-06-01,7.98E-06
South,9,7,Delhi  & NCR,2011-06-01,7.86E-06
South West,8,7,Delhi  & NCR,2011-06-01,6.29E-06
West,7,7,Delhi  & NCR,2011-06-01,7.57E-06
Ajmer,21,8,Rajasthan,2011-06-01,1.17E-05
Banswara,28,8,Rajasthan,2011-06-01,1.06E-05
Barmer,17,8,Rajasthan,2011-06-01,2.59E-06
Bhilwara,24,8,Rajasthan,2011-06-01,1.03E-05
Bikaner,3,8,Rajasthan,2011-06-01,1.49E-06
Bharatpur,7,8,Rajasthan,2011-06-01,2.79E-06
Bundi,23,8,Rajasthan,2011-06-01,2.06E-05
Chittaurgarh,29,8,Rajasthan,2011-06-01,1.78E-05
Churu,4,8,Rajasthan,2011-06-01,7.99E-06
Dausa,11,8,Rajasthan,2011-06-01,6.76E-06
Dhaulpur,8,8,Rajasthan,2011-06-01,4.63E-06
Dungarpur,27,8,Rajasthan,2011-06-01,3.69E-05
Karauli,9,8,Rajasthan,2011-06-01,5.53E-06
Jaipur,12,8,Rajasthan,2011-06-01,8.75E-06
Jaisalmer,16,8,Rajasthan,2011-06-01,1.34E-06
Jalor,18,8,Rajasthan,2011-06-01,6.54E-06
Jhalawar,32,8,Rajasthan,2011-06-01,1.56E-05
Jhunjhunun,5,8,Rajasthan,2011-06-01,7.89E-06
Jodhpur,15,8,Rajasthan,2011-06-01,4.74E-06
Kota,30,8,Rajasthan,2011-06-01,1.99E-05
Nagaur,14,8,Rajasthan,2011-06-01,8.27E-06
Pali,20,8,Rajasthan,2011-06-01,1.33E-05
Rajsamand,25,8,Rajasthan,2011-06-01,1.33E-05
Sawai Madhopur,10,8,Rajasthan,2011-06-01,9.43E-06
Sirohi,19,8,Rajasthan,2011-06-01,1.68E-05
Tonk,22,8,Rajasthan,2011-06-01,1.13E-05
Sikar,13,8,Rajasthan,2011-06-01,8.13E-06
Alwar,6,8,Rajasthan,2011-06-01,7.88E-06
Udaipur,26,8,Rajasthan,2011-06-01,1.19E-05
Ganganagar,1,8,Rajasthan,2011-06-01,4.15E-07
Hanumangarh,2,8,Rajasthan,2011-06-01,3.67E-06
Baran,31,8,Rajasthan,2011-06-01,2.05E-05
Auraiya,32,9,Uttar Pradesh,2011-06-01,3.42E-07
Azamgarh,61,9,Uttar Pradesh,2011-06-01,3.08E-06
Budaun,19,9,Uttar Pradesh,2011-06-01,4.46E-06
Agra,15,9,Uttar Pradesh,2011-06-01,2.22E-06
Aligarh,12,9,Uttar Pradesh,2011-06-01,4.41E-06
Allahabad,45,9,Uttar Pradesh,2011-06-01,2.68E-06
Ambedkar Nagar,48,9,Uttar Pradesh,2011-06-01,2.83E-06
Bareilly,20,9,Uttar Pradesh,2011-06-01,3.78E-06
Bijnor,3,9,Uttar Pradesh,2011-06-01,1.29E-05
Basti,55,9,Uttar Pradesh,2011-06-01,4.28E-06
Baghpat,8,9,Uttar Pradesh,2011-06-01,7.65E-06
Bahraich,50,9,Uttar Pradesh,2011-06-01,9.15E-06
Ballia,63,9,Uttar Pradesh,2011-06-01,4.65E-06
Balrampur,52,9,Uttar Pradesh,2011-06-01,6.52E-06
Banda,40,9,Uttar Pradesh,2011-06-01,3.03E-06
Barabanki,46,9,Uttar Pradesh,2011-06-01,4.58E-06
Chitrakoot,41,9,Uttar Pradesh,2011-06-01,2.48E-06
Chandauli,66,9,Uttar Pradesh,2011-06-01,3.47E-06
Deoria,60,9,Uttar Pradesh,2011-06-01,3.98E-06
Etah,17,9,Uttar Pradesh,2011-06-01,4.11E-06
Kanpur Dehat,33,9,Uttar Pradesh,2011-06-01,3.24E-06
Etawah,31,9,Uttar Pradesh,2011-06-01,1.20E-06
Faizabad,47,9,Uttar Pradesh,2011-06-01,2.96E-06
Ghazipur,65,9,Uttar Pradesh,2011-06-01,3.61E-06
Gonda,53,9,Uttar Pradesh,2011-06-01,5.36E-06
Gorakhpur,58,9,Uttar Pradesh,2011-06-01,4.61E-06
Farrukhabad,29,9,Uttar Pradesh,2011-06-01,2.74E-06
Fatehpur,42,9,Uttar Pradesh,2011-06-01,3.09E-06
Firozabad,16,9,Uttar Pradesh,2011-06-01,2.75E-06
Hamirpur,38,9,Uttar Pradesh,2011-06-01,6.71E-06
Hardoi,25,9,Uttar Pradesh,2011-06-01,4.52E-06
Hathras,13,9,Uttar Pradesh,2011-06-01,2.94E-06
Jalaun,35,9,Uttar Pradesh,2011-06-01,3.42E-06
Jaunpur,64,9,Uttar Pradesh,2011-06-01,3.39E-06
Jhansi,36,9,Uttar Pradesh,2011-06-01,1.35E-05
Jyotiba Phule Nagar,6,9,Uttar Pradesh,2011-06-01,9.34E-06
Kannauj,30,9,Uttar Pradesh,2011-06-01,1.52E-06
Kanpur Nagar,34,9,Uttar Pradesh,2011-06-01,6.54E-06
Kaushambi,44,9,Uttar Pradesh,2011-06-01,1.19E-06
Kheri,23,9,Uttar Pradesh,2011-06-01,8.96E-06
Mirzapur,69,9,Uttar Pradesh,2011-06-01,4.06E-06
Moradabad,4,9,Uttar Pradesh,2011-06-01,1.08E-05
Muzaffarnagar,2,9,Uttar Pradesh,2011-06-01,9.44E-06
Rae Bareli,28,9,Uttar Pradesh,2011-06-01,3.11E-06
Kushinagar,59,9,Uttar Pradesh,2011-06-01,7.99E-06
Lucknow,27,9,Uttar Pradesh,2011-06-01,3.94E-06
Lalitpur,37,9,Uttar Pradesh,2011-06-01,2.54E-05
Mahrajganj,57,9,Uttar Pradesh,2011-06-01,9.95E-06
Mahoba,39,9,Uttar Pradesh,2011-06-01,9.75E-06
Mainpuri,18,9,Uttar Pradesh,2011-06-01,2.76E-06
Mathura,14,9,Uttar Pradesh,2011-06-01,2.23E-06
Mau,62,9,Uttar Pradesh,2011-06-01,3.21E-06
Meerut,7,9,Uttar Pradesh,2011-06-01,9.45E-06
Pilibhit,21,9,Uttar Pradesh,2011-06-01,7.74E-06
Pratapgarh,43,9,Uttar Pradesh,2011-06-01,2.04E-06
Rampur,5,9,Uttar Pradesh,2011-06-01,5.97E-06
Sant Ravidas Nagar Bhadohi,68,9,Uttar Pradesh,2011-06-01,3.50E-06
Sant Kabir Nagar,56,9,Uttar Pradesh,2011-06-01,4.92E-06
Shahjahanpur,22,9,Uttar Pradesh,2011-06-01,5.10E-06
Shrawasti,51,9,Uttar Pradesh,2011-06-01,9.55E-06
Saharanpur,1,9,Uttar Pradesh,2011-06-01,7.26E-06
Sitapur,24,9,Uttar Pradesh,2011-06-01,6.75E-06
Sultanpur,49,9,Uttar Pradesh,2011-06-01,2.31E-06
Sonbhadra,70,9,Uttar Pradesh,2011-06-01,7.03E-06
Siddharthnagar,54,9,Uttar Pradesh,2011-06-01,7.49E-06
Unnao,26,9,Uttar Pradesh,2011-06-01,4.80E-06
Varanasi,67,9,Uttar Pradesh,2011-06-01,3.46E-06
Bulandshahr,11,9,Uttar Pradesh,2011-06-01,6.68E-06
Gautam Buddha Nagar,10,9,Uttar Pradesh,2011-06-01,7.66E-06
Ghaziabad,9,9,Uttar Pradesh,2011-06-01,8.97E-06
Araria,7,10,Bihar,2011-06-01,4.90E-05
Aurangabad,34,10,Bihar,2011-06-01,5.95E-06
Banka,23,10,Bihar,2011-06-01,2.01E-05
Bhagalpur,22,10,Bihar,2011-06-01,2.31E-05
Begusarai,20,10,Bihar,2011-06-01,1.75E-05
Saran,17,10,Bihar,2011-06-01,8.99E-06
Katihar,10,10,Bihar,2011-06-01,3.33E-05
Darbhanga,13,10,Bihar,2011-06-01,1.41E-05
Gopalganj,15,10,Bihar,2011-06-01,6.46E-06
Jamui,37,10,Bihar,2011-06-01,1.56E-05
Kishanganj,8,10,Bihar,2011-06-01,6.60E-05
Muzaffarpur,14,10,Bihar,2011-06-01,7.17E-06
Purnia,9,10,Bihar,2011-06-01,3.31E-05
Khagaria,21,10,Bihar,2011-06-01,2.09E-05
Madhubani,5,10,Bihar,2011-06-01,2.20E-05
Lakhisarai,25,10,Bihar,2011-06-01,1.54E-05
Madhepura,11,10,Bihar,2011-06-01,2.70E-05
Purba Champaran,2,10,Bihar,2011-06-01,9.33E-06
Munger,24,10,Bihar,2011-06-01,1.82E-05
Nalanda,27,10,Bihar,2011-06-01,1.76E-05
Nawada,36,10,Bihar,2011-06-01,2.07E-05
Pashchim Champaran,1,10,Bihar,2011-06-01,8.46E-06
Patna,28,10,Bihar,2011-06-01,1.40E-05
Samastipur,19,10,Bihar,2011-06-01,2.17E-05
Sheikhpura,26,10,Bihar,2011-06-01,2.15E-05
Sheohar,3,10,Bihar,2011-06-01,8.70E-06
Saharsa,12,10,Bihar,2011-06-01,2.29E-05
Sitamarhi,4,10,Bihar,2011-06-01,9.22E-06
Siwan,16,10,Bihar,2011-06-01,4.56E-06
Supaul,6,10,Bihar,2011-06-01,3.19E-05
Vaishali,18,10,Bihar,2011-06-01,1.95E-05
Kaimur (Bhabua),31,10,Bihar,2011-06-01,4.12E-06
Gaya,35,10,Bihar,2011-06-01,1.26E-05
Bhojpur,29,10,Bihar,2011-06-01,6.02E-06
Buxar,30,10,Bihar,2011-06-01,4.24E-06
Jehanabad,33,10,Bihar,2011-06-01,9.57E-06
Rohtas,32,10,Bihar,2011-06-01,4.89E-06
East,4,11,Sikkim,2011-06-01,1.21E-04
North,1,11,Sikkim,2011-06-01,7.26E-05
South,3,11,Sikkim,2011-06-01,9.85E-05
West,2,11,Sikkim,2011-06-01,7.88E-05
Changlang,12,12,Arunanchal Pradesh,2011-06-01,1.22E-04
Dibang Valley,10,12,Arunanchal Pradesh,2011-06-01,7.86E-05
East Kameng,3,12,Arunanchal Pradesh,2011-06-01,1.23E-04
East Siang,8,12,Arunanchal Pradesh,2011-06-01,1.17E-04
Lohit,11,12,Arunanchal Pradesh,2011-06-01,9.02E-05
Lower Subansiri,5,12,Arunanchal Pradesh,2011-06-01,9.41E-05
Papum Pare,4,12,Arunanchal Pradesh,2011-06-01,1.50E-04
Tawang,1,12,Arunanchal Pradesh,2011-06-01,8.23E-05
Tirap,13,12,Arunanchal Pradesh,2011-06-01,1.21E-04
West Kameng,2,12,Arunanchal Pradesh,2011-06-01,1.22E-04
West Siang,7,12,Arunanchal Pradesh,2011-06-01,1.06E-04
Upper Siang,9,12,Arunanchal Pradesh,2011-06-01,7.79E-05
Upper Subansiri,6,12,Arunanchal Pradesh,2011-06-01,7.89E-05
Mokokchung,3,13,Nagaland,2011-06-01,1.19E-04
Mon,1,13,Nagaland,2011-06-01,1.13E-04
Phek,8,13,Nagaland,2011-06-01,8.96E-05
Tuensang,2,13,Nagaland,2011-06-01,1.03E-04
Wokha,5,13,Nagaland,2011-06-01,1.14E-04
Zunheboto,4,13,Nagaland,2011-06-01,1.03E-04
Dimapur,6,13,Nagaland,2011-06-01,1.07E-04
Kohima,7,13,Nagaland,2011-06-01,1.00E-04
Bishnupur,4,14,Manipur,2011-06-01,9.35E-05
Chandel,9,14,Manipur,2011-06-01,8.01E-05
Churachandpur,3,14,Manipur,2011-06-01,1.07E-04
Imphal East,7,14,Manipur,2011-06-01,9.16E-05
Imphal West,6,14,Manipur,2011-06-01,1.21E-04
Senapati (Excl. 3 sub-divisions),1,14,Manipur,2011-06-01,8.97E-05
Tamenglong,2,14,Manipur,2011-06-01,1.04E-04
Thoubal,5,14,Manipur,2011-06-01,8.78E-05
Ukhrul,8,14,Manipur,2011-06-01,7.89E-05
Aizawl,3,15,Mizoram,2011-06-01,1.28E-04
Champhai,4,15,Mizoram,2011-06-01,1.05E-04
Kolasib,2,15,Mizoram,2011-06-01,1.56E-04
Mamit,1,15,Mizoram,2011-06-01,1.28E-04
Lunglei,6,15,Mizoram,2011-06-01,1.35E-04
Lawngtlai,7,15,Mizoram,2011-06-01,1.61E-04
Saiha,8,15,Mizoram,2011-06-01,1.54E-04
Serchhip,5,15,Mizoram,2011-06-01,1.20E-04
Dhalai,3,16,Tripura,2011-06-01,1.26E-04
North Tripura,4,16,Tripura,2011-06-01,1.49E-04
South Tripura,2,16,Tripura,2011-06-01,1.19E-04
West Tripura,1,16,Tripura,2011-06-01,1.20E-04
East Garo Hills,2,17,Meghalaya,2011-06-01,2.43E-04
East Khasi Hills,6,17,Meghalaya,2011-06-01,3.02E-04
Jaintia Hills,7,17,Meghalaya,2011-06-01,2.45E-04
Ri Bhoi,5,17,Meghalaya,2011-06-01,2.31E-04
South Garo Hills,3,17,Meghalaya,2011-06-01,1.98E-04
West Garo Hills,1,17,Meghalaya,2011-06-01,2.35E-04
West Khasi Hills,4,17,Meghalaya,2011-06-01,2.81E-04
Barpeta,5,18,Assam,2011-06-01,2.46E-04
Bongaigaon,4,18,Assam,2011-06-01,2.86E-04
Cachar,21,18,Assam,2011-06-01,1.74E-04
Darrang,8,18,Assam,2011-06-01,1.49E-04
Dhemaji,13,18,Assam,2011-06-01,1.30E-04
Dhubri,2,18,Assam,2011-06-01,3.49E-04
Dibrugarh,15,18,Assam,2011-06-01,1.43E-04
Kamrup,6,18,Assam,2011-06-01,2.23E-04
Karbi Anglong,19,18,Assam,2011-06-01,1.54E-04
Goalpara,3,18,Assam,2011-06-01,2.93E-04
Golaghat,18,18,Assam,2011-06-01,1.37E-04
Hailakandi,23,18,Assam,2011-06-01,1.80E-04
Jorhat,17,18,Assam,2011-06-01,1.24E-04
Karimganj,22,18,Assam,2011-06-01,2.05E-04
Kokrajhar,1,18,Assam,2011-06-01,3.13E-04
Lakhimpur,12,18,Assam,2011-06-01,1.48E-04
Nagaon,10,18,Assam,2011-06-01,1.51E-04
Marigaon,9,18,Assam,2011-06-01,1.60E-04
Nalbari,7,18,Assam,2011-06-01,1.99E-04
North Cachar Hills,20,18,Assam,2011-06-01,1.43E-04
Sonitpur,11,18,Assam,2011-06-01,1.38E-04
Sibsagar,16,18,Assam,2011-06-01,1.37E-04
Tinsukia,14,18,Assam,2011-06-01,1.33E-04
Barddhaman,9,19,West Bengal,2011-06-01,2.80E-05
Birbhum,8,19,West Bengal,2011-06-01,2.94E-05
Bankura,13,19,West Bengal,2011-06-01,2.41E-05
Dakshin Dinajpur,5,19,West Bengal,2011-06-01,8.32E-05
Darjiling,1,19,West Bengal,2011-06-01,1.11E-04
Haora,16,19,West Bengal,2011-06-01,2.80E-05
Hugli,12,19,West Bengal,2011-06-01,2.87E-05
Jalpaiguri,2,19,West Bengal,2011-06-01,2.22E-04
Koch Bihar,3,19,West Bengal,2011-06-01,2.95E-04
Murshidabad,7,19,West Bengal,2011-06-01,3.70E-05
Puruliya,14,19,West Bengal,2011-06-01,1.77E-05
Kolkata,17,19,West Bengal,2011-06-01,3.17E-05
Maldah,6,19,West Bengal,2011-06-01,3.98E-05
Nadia,10,19,West Bengal,2011-06-01,3.60E-05
North Twenty Four Parganas,11,19,West Bengal,2011-06-01,3.51E-05
Medinipur,15,19,West Bengal,2011-06-01,2.09E-05
South  Twenty Four Parganas,18,19,West Bengal,2011-06-01,2.94E-05
Uttar Dinajpur,4,19,West Bengal,2011-06-01,6.49E-05
Bokaro,13,20,Jharkhand,2011-06-01,1.18E-05
Deoghar,7,20,Jharkhand,2011-06-01,2.12E-05
Dhanbad,12,20,Jharkhand,2011-06-01,1.71E-05
Dumka,11,20,Jharkhand,2011-06-01,2.41E-05
Giridih,6,20,Jharkhand,2011-06-01,1.92E-05
Godda,8,20,Jharkhand,2011-06-01,2.33E-05
Gumla,16,20,Jharkhand,2011-06-01,2.10E-05
Purbi Singhbhum,18,20,Jharkhand,2011-06-01,2.03E-05
Lohardaga,15,20,Jharkhand,2011-06-01,1.78E-05
Pakaur,10,20,Jharkhand,2011-06-01,2.76E-05
Pashchimi Singhbhum,17,20,Jharkhand,2011-06-01,9.73E-06
Ranchi,14,20,Jharkhand,2011-06-01,1.14E-05
Sahibganj,9,20,Jharkhand,2011-06-01,2.83E-05
Garhwa,1,20,Jharkhand,2011-06-01,1.06E-05
Palamu,2,20,Jharkhand,2011-06-01,1.17E-05
